Vardas              Pavarde             Galutinis      
Vardas23759         Pavarde23759        4.89
Vardas23762         Pavarde23762        4.64
Vardas23763         Pavarde23763        3.65
Vardas23765         Pavarde23765        2.65
Vardas23769         Pavarde23769        3.99
Vardas23775         Pavarde23775        4.25
Vardas23776         Pavarde23776        4.71
Vardas23777         Pavarde23777        3.83
Vardas23784         Pavarde23784        3.77
Vardas23785         Pavarde23785        3.65
Vardas23787         Pavarde23787        3.73
Vardas23788         Pavarde23788        3.24
Vardas23789         Pavarde23789        4.87
Vardas23790         Pavarde23790        3.59
Vardas23791         Pavarde23791        2.89
Vardas23792         Pavarde23792        2.84
Vardas23797         Pavarde23797        3.36
Vardas23801         Pavarde23801        4.72
Vardas23803         Pavarde23803        2.63
Vardas23804         Pavarde23804        2.65
Vardas23807         Pavarde23807        4.56
Vardas23811         Pavarde23811        3.73
Vardas23813         Pavarde23813        4.80
Vardas23817         Pavarde23817        4.79
Vardas23818         Pavarde23818        4.01
Vardas23822         Pavarde23822        4.29
Vardas23829         Pavarde23829        3.69
Vardas23832         Pavarde23832        3.85
Vardas23835         Pavarde23835        3.23
Vardas23836         Pavarde23836        3.23
Vardas23838         Pavarde23838        4.01
Vardas23840         Pavarde23840        3.28
Vardas23841         Pavarde23841        3.73
Vardas23842         Pavarde23842        4.07
Vardas23843         Pavarde23843        2.25
Vardas23845         Pavarde23845        3.67
Vardas23846         Pavarde23846        3.16
Vardas23853         Pavarde23853        4.45
Vardas23856         Pavarde23856        2.57
Vardas23857         Pavarde23857        4.48
Vardas23858         Pavarde23858        4.36
Vardas23859         Pavarde23859        3.15
Vardas23860         Pavarde23860        4.09
Vardas23863         Pavarde23863        2.39
Vardas23865         Pavarde23865        4.63
Vardas23866         Pavarde23866        4.85
Vardas23870         Pavarde23870        4.63
Vardas23872         Pavarde23872        4.80
Vardas23873         Pavarde23873        4.61
Vardas23874         Pavarde23874        3.41
Vardas23876         Pavarde23876        2.73
Vardas23877         Pavarde23877        2.31
Vardas23880         Pavarde23880        4.12
Vardas23883         Pavarde23883        3.33
Vardas23884         Pavarde23884        2.85
Vardas23887         Pavarde23887        2.76
Vardas23891         Pavarde23891        4.01
Vardas23892         Pavarde23892        3.75
Vardas23894         Pavarde23894        3.25
Vardas23897         Pavarde23897        4.57
Vardas23902         Pavarde23902        4.96
Vardas23904         Pavarde23904        3.13
Vardas23905         Pavarde23905        4.88
Vardas23914         Pavarde23914        4.96
Vardas23916         Pavarde23916        4.28
Vardas23921         Pavarde23921        3.57
Vardas23923         Pavarde23923        4.84
Vardas23924         Pavarde23924        3.36
Vardas23925         Pavarde23925        4.87
Vardas23926         Pavarde23926        2.65
Vardas23928         Pavarde23928        2.80
Vardas23929         Pavarde23929        3.96
Vardas23931         Pavarde23931        3.79
Vardas23932         Pavarde23932        3.89
Vardas23933         Pavarde23933        4.40
Vardas23943         Pavarde23943        4.89
Vardas23944         Pavarde23944        1.96
Vardas23945         Pavarde23945        3.36
Vardas23948         Pavarde23948        3.45
Vardas23950         Pavarde23950        3.15
Vardas23951         Pavarde23951        3.61
Vardas23954         Pavarde23954        2.25
Vardas23958         Pavarde23958        4.84
Vardas23961         Pavarde23961        4.89
Vardas23962         Pavarde23962        2.76
Vardas23963         Pavarde23963        3.05
Vardas23964         Pavarde23964        2.92
Vardas23966         Pavarde23966        4.25
Vardas23971         Pavarde23971        3.88
Vardas23972         Pavarde23972        4.99
Vardas23975         Pavarde23975        2.81
Vardas23978         Pavarde23978        4.77
Vardas23979         Pavarde23979        3.36
Vardas23982         Pavarde23982        3.72
Vardas23984         Pavarde23984        3.83
Vardas23985         Pavarde23985        4.95
Vardas23986         Pavarde23986        4.29
Vardas23987         Pavarde23987        4.43
Vardas23989         Pavarde23989        4.80
Vardas23990         Pavarde23990        3.08
Vardas23997         Pavarde23997        4.95
Vardas23998         Pavarde23998        2.88
Vardas24004         Pavarde24004        2.47
Vardas24005         Pavarde24005        4.27
Vardas24007         Pavarde24007        4.89
Vardas24008         Pavarde24008        4.83
Vardas24012         Pavarde24012        4.88
Vardas24017         Pavarde24017        3.44
Vardas24018         Pavarde24018        4.12
Vardas24019         Pavarde24019        2.99
Vardas24020         Pavarde24020        3.63
Vardas24021         Pavarde24021        2.97
Vardas24022         Pavarde24022        2.41
Vardas24026         Pavarde24026        3.49
Vardas24030         Pavarde24030        4.28
Vardas24033         Pavarde24033        3.49
Vardas24035         Pavarde24035        2.97
Vardas24036         Pavarde24036        4.49
Vardas24037         Pavarde24037        3.23
Vardas24042         Pavarde24042        3.80
Vardas24044         Pavarde24044        3.25
Vardas24050         Pavarde24050        3.49
Vardas24051         Pavarde24051        4.61
Vardas24053         Pavarde24053        3.91
Vardas24055         Pavarde24055        3.91
Vardas24058         Pavarde24058        4.72
Vardas24059         Pavarde24059        4.43
Vardas24060         Pavarde24060        4.28
Vardas24061         Pavarde24061        3.76
Vardas24064         Pavarde24064        3.65
Vardas24069         Pavarde24069        4.21
Vardas24070         Pavarde24070        3.27
Vardas24072         Pavarde24072        4.92
Vardas24074         Pavarde24074        3.81
Vardas24075         Pavarde24075        4.37
Vardas24077         Pavarde24077        2.36
Vardas24081         Pavarde24081        4.57
Vardas24083         Pavarde24083        3.88
Vardas24090         Pavarde24090        4.09
Vardas24092         Pavarde24092        4.07
Vardas24094         Pavarde24094        3.91
Vardas24104         Pavarde24104        4.39
Vardas24108         Pavarde24108        2.99
Vardas24111         Pavarde24111        3.71
Vardas24120         Pavarde24120        4.49
Vardas24126         Pavarde24126        3.23
Vardas24127         Pavarde24127        4.19
Vardas24128         Pavarde24128        2.68
Vardas24129         Pavarde24129        3.03
Vardas24130         Pavarde24130        3.99
Vardas24135         Pavarde24135        3.96
Vardas24136         Pavarde24136        3.44
Vardas24137         Pavarde24137        3.15
Vardas24138         Pavarde24138        4.61
Vardas24144         Pavarde24144        2.28
Vardas24145         Pavarde24145        4.40
Vardas24146         Pavarde24146        3.60
Vardas24150         Pavarde24150        3.23
Vardas24151         Pavarde24151        3.68
Vardas24154         Pavarde24154        4.97
Vardas24155         Pavarde24155        3.36
Vardas24156         Pavarde24156        4.97
Vardas24160         Pavarde24160        3.48
Vardas24162         Pavarde24162        2.97
Vardas24163         Pavarde24163        2.55
Vardas24165         Pavarde24165        2.87
Vardas24167         Pavarde24167        4.33
Vardas24168         Pavarde24168        3.28
Vardas24170         Pavarde24170        4.95
Vardas24172         Pavarde24172        3.67
Vardas24174         Pavarde24174        4.59
Vardas24177         Pavarde24177        3.08
Vardas24178         Pavarde24178        4.48
Vardas24180         Pavarde24180        3.11
Vardas24182         Pavarde24182        4.16
Vardas24183         Pavarde24183        4.01
Vardas24192         Pavarde24192        2.99
Vardas24193         Pavarde24193        4.92
Vardas24195         Pavarde24195        3.67
Vardas24197         Pavarde24197        4.59
Vardas24198         Pavarde24198        4.75
Vardas24200         Pavarde24200        3.25
Vardas24202         Pavarde24202        4.69
Vardas24203         Pavarde24203        4.37
Vardas24205         Pavarde24205        4.12
Vardas24207         Pavarde24207        3.88
Vardas24209         Pavarde24209        2.20
Vardas24210         Pavarde24210        4.07
Vardas24211         Pavarde24211        2.81
Vardas24214         Pavarde24214        4.00
Vardas24219         Pavarde24219        4.59
Vardas24220         Pavarde24220        4.19
Vardas24223         Pavarde24223        4.25
Vardas24224         Pavarde24224        4.09
Vardas24225         Pavarde24225        4.12
Vardas24226         Pavarde24226        3.00
Vardas24228         Pavarde24228        3.79
Vardas24229         Pavarde24229        3.31
Vardas24230         Pavarde24230        3.24
Vardas24232         Pavarde24232        4.68
Vardas24236         Pavarde24236        4.23
Vardas24237         Pavarde24237        2.81
Vardas24238         Pavarde24238        2.39
Vardas24240         Pavarde24240        4.12
Vardas24241         Pavarde24241        4.17
Vardas24242         Pavarde24242        3.28
Vardas24244         Pavarde24244        4.24
Vardas24247         Pavarde24247        4.80
Vardas24249         Pavarde24249        3.61
Vardas24251         Pavarde24251        4.53
Vardas24260         Pavarde24260        3.03
Vardas24268         Pavarde24268        4.59
Vardas24271         Pavarde24271        3.41
Vardas24273         Pavarde24273        2.68
Vardas24279         Pavarde24279        4.01
Vardas24283         Pavarde24283        3.84
Vardas24284         Pavarde24284        3.68
Vardas24286         Pavarde24286        3.41
Vardas24287         Pavarde24287        4.29
Vardas24289         Pavarde24289        3.47
Vardas24293         Pavarde24293        2.71
Vardas24294         Pavarde24294        3.60
Vardas24297         Pavarde24297        3.25
Vardas24301         Pavarde24301        3.13
Vardas24303         Pavarde24303        4.01
Vardas24307         Pavarde24307        3.57
Vardas24308         Pavarde24308        4.69
Vardas24315         Pavarde24315        2.92
Vardas24321         Pavarde24321        4.56
Vardas24334         Pavarde24334        2.91
Vardas24335         Pavarde24335        4.63
Vardas24336         Pavarde24336        4.17
Vardas24337         Pavarde24337        3.52
Vardas24338         Pavarde24338        3.52
Vardas24340         Pavarde24340        3.91
Vardas24341         Pavarde24341        3.72
Vardas24344         Pavarde24344        4.01
Vardas24345         Pavarde24345        4.85
Vardas24346         Pavarde24346        4.37
Vardas24347         Pavarde24347        4.69
Vardas24350         Pavarde24350        4.75
Vardas24351         Pavarde24351        4.04
Vardas24352         Pavarde24352        3.09
Vardas24354         Pavarde24354        4.20
Vardas24357         Pavarde24357        2.97
Vardas24358         Pavarde24358        4.07
Vardas24360         Pavarde24360        4.15
Vardas24362         Pavarde24362        2.44
Vardas24366         Pavarde24366        4.97
Vardas24369         Pavarde24369        4.72
Vardas24370         Pavarde24370        4.15
Vardas24371         Pavarde24371        3.20
Vardas24372         Pavarde24372        4.12
Vardas24374         Pavarde24374        3.08
Vardas24375         Pavarde24375        4.23
Vardas24378         Pavarde24378        3.57
Vardas24379         Pavarde24379        2.49
Vardas24381         Pavarde24381        3.85
Vardas24385         Pavarde24385        3.80
Vardas24386         Pavarde24386        4.87
Vardas24388         Pavarde24388        2.79
Vardas24389         Pavarde24389        3.33
Vardas24391         Pavarde24391        4.81
Vardas24393         Pavarde24393        4.61
Vardas24394         Pavarde24394        4.77
Vardas24397         Pavarde24397        3.49
Vardas24398         Pavarde24398        2.63
Vardas24400         Pavarde24400        3.55
Vardas24403         Pavarde24403        3.41
Vardas24404         Pavarde24404        3.41
Vardas24407         Pavarde24407        3.68
Vardas24409         Pavarde24409        3.00
Vardas24412         Pavarde24412        4.24
Vardas24413         Pavarde24413        4.49
Vardas24416         Pavarde24416        2.73
Vardas24417         Pavarde24417        4.55
Vardas24421         Pavarde24421        3.21
Vardas24422         Pavarde24422        4.93
Vardas24425         Pavarde24425        4.12
Vardas24426         Pavarde24426        4.64
Vardas24430         Pavarde24430        4.21
Vardas24434         Pavarde24434        4.91
Vardas24435         Pavarde24435        3.40
Vardas24441         Pavarde24441        3.97
Vardas24445         Pavarde24445        4.28
Vardas24449         Pavarde24449        3.80
Vardas24450         Pavarde24450        4.12
Vardas24451         Pavarde24451        3.11
Vardas24455         Pavarde24455        3.96
Vardas24456         Pavarde24456        4.32
Vardas24460         Pavarde24460        4.97
Vardas24463         Pavarde24463        2.65
Vardas24464         Pavarde24464        3.15
Vardas24465         Pavarde24465        4.09
Vardas24466         Pavarde24466        3.68
Vardas24468         Pavarde24468        2.97
Vardas24469         Pavarde24469        2.97
Vardas24474         Pavarde24474        3.41
Vardas24478         Pavarde24478        3.49
Vardas24479         Pavarde24479        4.41
Vardas24482         Pavarde24482        4.20
Vardas24483         Pavarde24483        4.97
Vardas24487         Pavarde24487        4.64
Vardas24489         Pavarde24489        2.76
Vardas24490         Pavarde24490        2.96
Vardas24494         Pavarde24494        3.57
Vardas24498         Pavarde24498        4.81
Vardas24499         Pavarde24499        3.12
Vardas24500         Pavarde24500        4.19
Vardas24501         Pavarde24501        2.81
Vardas24502         Pavarde24502        2.99
Vardas24509         Pavarde24509        2.79
Vardas24511         Pavarde24511        4.11
Vardas24513         Pavarde24513        3.15
Vardas24516         Pavarde24516        3.04
Vardas24520         Pavarde24520        4.88
Vardas24525         Pavarde24525        4.17
Vardas24529         Pavarde24529        2.71
Vardas24532         Pavarde24532        4.80
Vardas24533         Pavarde24533        2.84
Vardas24539         Pavarde24539        3.31
Vardas24540         Pavarde24540        2.81
Vardas24541         Pavarde24541        2.65
Vardas24543         Pavarde24543        4.64
Vardas24544         Pavarde24544        4.15
Vardas24545         Pavarde24545        2.68
Vardas24546         Pavarde24546        4.93
Vardas24549         Pavarde24549        2.49
Vardas24553         Pavarde24553        2.79
Vardas24555         Pavarde24555        4.27
Vardas24558         Pavarde24558        3.49
Vardas24560         Pavarde24560        4.07
Vardas24561         Pavarde24561        3.61
Vardas24565         Pavarde24565        3.80
Vardas24570         Pavarde24570        4.08
Vardas24571         Pavarde24571        4.92
Vardas24572         Pavarde24572        4.13
Vardas24575         Pavarde24575        4.25
Vardas24576         Pavarde24576        4.85
Vardas24577         Pavarde24577        4.23
Vardas24579         Pavarde24579        4.36
Vardas24580         Pavarde24580        3.99
Vardas24586         Pavarde24586        3.69
Vardas24587         Pavarde24587        4.91
Vardas24588         Pavarde24588        2.76
Vardas24589         Pavarde24589        4.80
Vardas24602         Pavarde24602        3.80
Vardas24610         Pavarde24610        2.55
Vardas24611         Pavarde24611        3.40
Vardas24612         Pavarde24612        4.09
Vardas24613         Pavarde24613        4.48
Vardas24614         Pavarde24614        3.51
Vardas24620         Pavarde24620        3.79
Vardas24621         Pavarde24621        3.17
Vardas24624         Pavarde24624        2.68
Vardas24626         Pavarde24626        4.51
Vardas24628         Pavarde24628        4.77
Vardas24632         Pavarde24632        3.25
Vardas24633         Pavarde24633        4.09
Vardas24635         Pavarde24635        3.68
Vardas24639         Pavarde24639        2.99
Vardas24640         Pavarde24640        3.55
Vardas24641         Pavarde24641        3.79
Vardas24644         Pavarde24644        4.61
Vardas24645         Pavarde24645        2.60
Vardas24646         Pavarde24646        4.87
Vardas24647         Pavarde24647        2.84
Vardas24649         Pavarde24649        2.15
Vardas24650         Pavarde24650        4.59
Vardas24652         Pavarde24652        3.01
Vardas24656         Pavarde24656        3.96
Vardas24660         Pavarde24660        4.15
Vardas24665         Pavarde24665        2.44
Vardas24669         Pavarde24669        3.11
Vardas24670         Pavarde24670        2.92
Vardas24674         Pavarde24674        4.53
Vardas24675         Pavarde24675        3.17
Vardas24678         Pavarde24678        3.77
Vardas24685         Pavarde24685        4.88
Vardas24687         Pavarde24687        4.64
Vardas24688         Pavarde24688        3.04
Vardas24689         Pavarde24689        2.71
Vardas24691         Pavarde24691        2.87
Vardas24692         Pavarde24692        3.96
Vardas24694         Pavarde24694        3.83
Vardas24696         Pavarde24696        3.08
Vardas24697         Pavarde24697        4.76
Vardas24703         Pavarde24703        4.49
Vardas24704         Pavarde24704        4.83
Vardas24706         Pavarde24706        3.20
Vardas24707         Pavarde24707        2.49
Vardas24708         Pavarde24708        3.80
Vardas24709         Pavarde24709        4.07
Vardas24715         Pavarde24715        2.97
Vardas24717         Pavarde24717        4.01
Vardas24718         Pavarde24718        3.03
Vardas24719         Pavarde24719        4.83
Vardas24722         Pavarde24722        2.95
Vardas24726         Pavarde24726        3.80
Vardas24727         Pavarde24727        3.28
Vardas24729         Pavarde24729        3.80
Vardas24733         Pavarde24733        3.96
Vardas24737         Pavarde24737        3.03
Vardas24746         Pavarde24746        4.41
Vardas24751         Pavarde24751        3.75
Vardas24753         Pavarde24753        4.81
Vardas24756         Pavarde24756        3.37
Vardas24757         Pavarde24757        2.68
Vardas24758         Pavarde24758        3.83
Vardas24763         Pavarde24763        3.64
Vardas24764         Pavarde24764        2.57
Vardas24765         Pavarde24765        3.79
Vardas24766         Pavarde24766        2.71
Vardas24767         Pavarde24767        3.71
Vardas24768         Pavarde24768        3.65
Vardas24769         Pavarde24769        4.81
Vardas24773         Pavarde24773        4.99
Vardas24780         Pavarde24780        4.91
Vardas24781         Pavarde24781        3.24
Vardas24788         Pavarde24788        4.04
Vardas24791         Pavarde24791        4.61
Vardas24794         Pavarde24794        4.71
Vardas24798         Pavarde24798        3.65
Vardas24800         Pavarde24800        4.40
Vardas24802         Pavarde24802        3.65
Vardas24806         Pavarde24806        2.71
Vardas24809         Pavarde24809        3.24
Vardas24813         Pavarde24813        3.88
Vardas24816         Pavarde24816        4.65
Vardas24823         Pavarde24823        2.84
Vardas24824         Pavarde24824        3.31
Vardas24825         Pavarde24825        3.97
Vardas24827         Pavarde24827        4.77
Vardas24831         Pavarde24831        4.37
Vardas24835         Pavarde24835        4.63
Vardas24836         Pavarde24836        3.27
Vardas24838         Pavarde24838        4.53
Vardas24840         Pavarde24840        3.32
Vardas24841         Pavarde24841        4.35
Vardas24842         Pavarde24842        4.56
Vardas24843         Pavarde24843        2.87
Vardas24844         Pavarde24844        4.15
Vardas24845         Pavarde24845        3.93
Vardas24849         Pavarde24849        2.57
Vardas24853         Pavarde24853        4.35
Vardas24855         Pavarde24855        2.60
Vardas24856         Pavarde24856        3.80
Vardas24857         Pavarde24857        3.77
Vardas24858         Pavarde24858        4.20
Vardas24859         Pavarde24859        3.12
Vardas24860         Pavarde24860        4.85
Vardas24861         Pavarde24861        4.21
Vardas24862         Pavarde24862        4.67
Vardas24864         Pavarde24864        3.39
Vardas24865         Pavarde24865        4.20
Vardas24867         Pavarde24867        3.63
Vardas24868         Pavarde24868        4.07
Vardas24869         Pavarde24869        4.85
Vardas24871         Pavarde24871        3.92
Vardas24875         Pavarde24875        4.24
Vardas24877         Pavarde24877        3.85
Vardas24880         Pavarde24880        3.43
Vardas24881         Pavarde24881        2.95
Vardas24882         Pavarde24882        2.68
Vardas24884         Pavarde24884        3.33
Vardas24885         Pavarde24885        3.52
Vardas24893         Pavarde24893        2.60
Vardas24896         Pavarde24896        4.64
Vardas24901         Pavarde24901        2.65
Vardas24905         Pavarde24905        3.56
Vardas24906         Pavarde24906        4.39
Vardas24907         Pavarde24907        3.09
Vardas24914         Pavarde24914        4.33
Vardas24922         Pavarde24922        3.73
Vardas24923         Pavarde24923        2.60
Vardas24924         Pavarde24924        3.12
Vardas24926         Pavarde24926        4.84
Vardas24927         Pavarde24927        2.76
Vardas24928         Pavarde24928        3.57
Vardas24930         Pavarde24930        2.68
Vardas24940         Pavarde24940        3.57
Vardas24941         Pavarde24941        3.33
Vardas24947         Pavarde24947        4.23
Vardas24948         Pavarde24948        3.05
Vardas24949         Pavarde24949        3.07
Vardas24951         Pavarde24951        4.93
Vardas24957         Pavarde24957        4.07
Vardas24958         Pavarde24958        4.97
Vardas24959         Pavarde24959        3.20
Vardas24961         Pavarde24961        4.12
Vardas24964         Pavarde24964        4.73
Vardas24966         Pavarde24966        4.80
Vardas24972         Pavarde24972        3.76
Vardas24973         Pavarde24973        2.89
Vardas24974         Pavarde24974        3.63
Vardas24978         Pavarde24978        4.53
Vardas24979         Pavarde24979        4.67
Vardas24980         Pavarde24980        4.83
Vardas24981         Pavarde24981        3.28
Vardas24985         Pavarde24985        3.17
Vardas24986         Pavarde24986        3.05
Vardas24987         Pavarde24987        3.89
Vardas24992         Pavarde24992        4.12
Vardas24993         Pavarde24993        4.27
Vardas24996         Pavarde24996        2.91
Vardas24997         Pavarde24997        4.56
Vardas24998         Pavarde24998        3.04
Vardas25003         Pavarde25003        4.48
Vardas25005         Pavarde25005        4.52
Vardas25006         Pavarde25006        4.04
Vardas25007         Pavarde25007        2.41
Vardas25012         Pavarde25012        2.63
Vardas25013         Pavarde25013        3.09
Vardas25014         Pavarde25014        3.72
Vardas25016         Pavarde25016        2.92
Vardas25019         Pavarde25019        4.63
Vardas25023         Pavarde25023        4.81
Vardas25025         Pavarde25025        3.85
Vardas25026         Pavarde25026        4.51
Vardas25027         Pavarde25027        4.15
Vardas25028         Pavarde25028        4.25
Vardas25030         Pavarde25030        4.61
Vardas25031         Pavarde25031        4.15
Vardas25034         Pavarde25034        2.52
Vardas25036         Pavarde25036        3.63
Vardas25039         Pavarde25039        3.23
Vardas25044         Pavarde25044        2.28
Vardas25045         Pavarde25045        2.87
Vardas25046         Pavarde25046        4.59
Vardas25048         Pavarde25048        4.41
Vardas25050         Pavarde25050        3.52
Vardas25052         Pavarde25052        2.57
Vardas25053         Pavarde25053        3.91
Vardas25060         Pavarde25060        3.93
Vardas25064         Pavarde25064        4.35
Vardas25065         Pavarde25065        3.96
Vardas25066         Pavarde25066        2.95
Vardas25067         Pavarde25067        4.36
Vardas25068         Pavarde25068        3.91
Vardas25069         Pavarde25069        4.48
Vardas25070         Pavarde25070        3.71
Vardas25074         Pavarde25074        4.55
Vardas25079         Pavarde25079        3.47
Vardas25081         Pavarde25081        4.69
Vardas25082         Pavarde25082        2.79
Vardas25084         Pavarde25084        3.36
Vardas25085         Pavarde25085        4.97
Vardas25087         Pavarde25087        4.21
Vardas25089         Pavarde25089        2.81
Vardas25091         Pavarde25091        4.24
Vardas25098         Pavarde25098        3.92
Vardas25099         Pavarde25099        3.81
Vardas25101         Pavarde25101        2.81
Vardas25104         Pavarde25104        4.77
Vardas25105         Pavarde25105        3.31
Vardas25112         Pavarde25112        3.48
Vardas25113         Pavarde25113        4.61
Vardas25120         Pavarde25120        3.16
Vardas25127         Pavarde25127        4.96
Vardas25130         Pavarde25130        4.07
Vardas25131         Pavarde25131        2.49
Vardas25132         Pavarde25132        4.89
Vardas25133         Pavarde25133        3.52
Vardas25136         Pavarde25136        4.20
Vardas25137         Pavarde25137        4.41
Vardas25140         Pavarde25140        4.04
Vardas25142         Pavarde25142        3.60
Vardas25145         Pavarde25145        2.47
Vardas25146         Pavarde25146        4.72
Vardas25147         Pavarde25147        4.28
Vardas25148         Pavarde25148        4.56
Vardas25149         Pavarde25149        3.44
Vardas25152         Pavarde25152        4.53
Vardas25156         Pavarde25156        3.28
Vardas25157         Pavarde25157        4.49
Vardas25158         Pavarde25158        3.80
Vardas25161         Pavarde25161        2.79
Vardas25162         Pavarde25162        3.31
Vardas25163         Pavarde25163        3.44
Vardas25165         Pavarde25165        4.67
Vardas25166         Pavarde25166        4.17
Vardas25167         Pavarde25167        2.68
Vardas25168         Pavarde25168        4.97
Vardas25172         Pavarde25172        4.59
Vardas25176         Pavarde25176        4.88
Vardas25178         Pavarde25178        2.81
Vardas25179         Pavarde25179        3.85
Vardas25183         Pavarde25183        3.96
Vardas25184         Pavarde25184        2.36
Vardas25185         Pavarde25185        3.28
Vardas25189         Pavarde25189        3.47
Vardas25191         Pavarde25191        2.76
Vardas25193         Pavarde25193        3.56
Vardas25194         Pavarde25194        3.33
Vardas25195         Pavarde25195        2.31
Vardas25197         Pavarde25197        2.79
Vardas25199         Pavarde25199        4.89
Vardas25200         Pavarde25200        2.81
Vardas25203         Pavarde25203        2.60
Vardas25204         Pavarde25204        2.87
Vardas25206         Pavarde25206        3.49
Vardas25209         Pavarde25209        4.49
Vardas25210         Pavarde25210        3.75
Vardas25215         Pavarde25215        4.83
Vardas25223         Pavarde25223        2.41
Vardas25226         Pavarde25226        3.95
Vardas25229         Pavarde25229        4.35
Vardas25230         Pavarde25230        4.47
Vardas25234         Pavarde25234        3.63
Vardas25239         Pavarde25239        4.80
Vardas25240         Pavarde25240        3.16
Vardas25241         Pavarde25241        4.59
Vardas25242         Pavarde25242        3.87
Vardas25243         Pavarde25243        2.71
Vardas25244         Pavarde25244        4.51
Vardas25247         Pavarde25247        2.63
Vardas25250         Pavarde25250        3.23
Vardas25253         Pavarde25253        4.79
Vardas25255         Pavarde25255        3.83
Vardas25256         Pavarde25256        3.19
Vardas25258         Pavarde25258        4.56
Vardas25259         Pavarde25259        4.11
Vardas25261         Pavarde25261        3.96
Vardas25263         Pavarde25263        3.19
Vardas25269         Pavarde25269        4.15
Vardas25274         Pavarde25274        3.52
Vardas25276         Pavarde25276        2.92
Vardas25282         Pavarde25282        3.28
Vardas25286         Pavarde25286        4.33
Vardas25288         Pavarde25288        4.80
Vardas25290         Pavarde25290        4.11
Vardas25291         Pavarde25291        2.63
Vardas25292         Pavarde25292        4.20
Vardas25293         Pavarde25293        3.68
Vardas25294         Pavarde25294        3.20
Vardas25298         Pavarde25298        2.87
Vardas25299         Pavarde25299        3.77
Vardas25305         Pavarde25305        2.87
Vardas25306         Pavarde25306        3.67
Vardas25307         Pavarde25307        4.12
Vardas25308         Pavarde25308        3.24
Vardas25311         Pavarde25311        4.83
Vardas25312         Pavarde25312        2.52
Vardas25313         Pavarde25313        3.63
Vardas25315         Pavarde25315        2.71
Vardas25316         Pavarde25316        4.09
Vardas25317         Pavarde25317        3.17
Vardas25319         Pavarde25319        4.93
Vardas25320         Pavarde25320        2.96
Vardas25322         Pavarde25322        3.15
Vardas25329         Pavarde25329        4.89
Vardas25331         Pavarde25331        3.69
Vardas25337         Pavarde25337        4.52
Vardas25338         Pavarde25338        3.12
Vardas25339         Pavarde25339        4.80
Vardas25346         Pavarde25346        3.93
Vardas25347         Pavarde25347        3.84
Vardas25348         Pavarde25348        2.92
Vardas25349         Pavarde25349        4.83
Vardas25353         Pavarde25353        2.44
Vardas25356         Pavarde25356        4.81
Vardas25357         Pavarde25357        2.92
Vardas25360         Pavarde25360        4.75
Vardas25361         Pavarde25361        4.93
Vardas25362         Pavarde25362        3.56
Vardas25363         Pavarde25363        3.72
Vardas25364         Pavarde25364        4.95
Vardas25366         Pavarde25366        2.57
Vardas25368         Pavarde25368        4.97
Vardas25371         Pavarde25371        2.41
Vardas25372         Pavarde25372        3.16
Vardas25374         Pavarde25374        3.33
Vardas25380         Pavarde25380        4.23
Vardas25381         Pavarde25381        4.27
Vardas25383         Pavarde25383        4.87
Vardas25386         Pavarde25386        4.91
Vardas25393         Pavarde25393        4.99
Vardas25394         Pavarde25394        3.99
Vardas25398         Pavarde25398        4.51
Vardas25403         Pavarde25403        3.20
Vardas25412         Pavarde25412        4.68
Vardas25415         Pavarde25415        4.61
Vardas25416         Pavarde25416        3.57
Vardas25425         Pavarde25425        4.29
Vardas25429         Pavarde25429        2.92
Vardas25431         Pavarde25431        4.25
Vardas25432         Pavarde25432        2.84
Vardas25436         Pavarde25436        3.68
Vardas25440         Pavarde25440        4.40
Vardas25442         Pavarde25442        2.41
Vardas25445         Pavarde25445        4.25
Vardas25448         Pavarde25448        4.61
Vardas25450         Pavarde25450        2.97
Vardas25451         Pavarde25451        3.05
Vardas25455         Pavarde25455        2.71
Vardas25456         Pavarde25456        3.41
Vardas25462         Pavarde25462        2.89
Vardas25467         Pavarde25467        3.39
Vardas25472         Pavarde25472        3.77
Vardas25475         Pavarde25475        3.75
Vardas25476         Pavarde25476        4.67
Vardas25478         Pavarde25478        3.57
Vardas25480         Pavarde25480        2.84
Vardas25481         Pavarde25481        4.53
Vardas25485         Pavarde25485        2.95
Vardas25486         Pavarde25486        2.89
Vardas25488         Pavarde25488        2.63
Vardas25489         Pavarde25489        3.65
Vardas25490         Pavarde25490        4.80
Vardas25491         Pavarde25491        4.56
Vardas25492         Pavarde25492        4.37
Vardas25496         Pavarde25496        3.67
Vardas25497         Pavarde25497        2.60
Vardas25498         Pavarde25498        4.75
Vardas25501         Pavarde25501        4.93
Vardas25503         Pavarde25503        4.24
Vardas25505         Pavarde25505        4.93
Vardas25511         Pavarde25511        4.32
Vardas25512         Pavarde25512        4.37
Vardas25517         Pavarde25517        4.53
Vardas25519         Pavarde25519        4.09
Vardas25520         Pavarde25520        2.57
Vardas25527         Pavarde25527        4.08
Vardas25531         Pavarde25531        4.39
Vardas25532         Pavarde25532        3.96
Vardas25537         Pavarde25537        3.79
Vardas25538         Pavarde25538        4.01
Vardas25539         Pavarde25539        3.24
Vardas25542         Pavarde25542        3.09
Vardas25543         Pavarde25543        3.65
Vardas25545         Pavarde25545        4.29
Vardas25547         Pavarde25547        3.23
Vardas25549         Pavarde25549        3.16
Vardas25551         Pavarde25551        2.44
Vardas25552         Pavarde25552        2.39
