Vardas              Pavarde             Galutinis      
Vardas38718         Pavarde38718        3.03
Vardas38721         Pavarde38721        3.56
Vardas38722         Pavarde38722        3.12
Vardas38724         Pavarde38724        3.08
Vardas38726         Pavarde38726        4.08
Vardas38727         Pavarde38727        4.29
Vardas38729         Pavarde38729        3.81
Vardas38732         Pavarde38732        4.37
Vardas38736         Pavarde38736        2.55
Vardas38740         Pavarde38740        3.32
Vardas38741         Pavarde38741        3.77
Vardas38742         Pavarde38742        2.47
Vardas38743         Pavarde38743        4.48
Vardas38744         Pavarde38744        3.69
Vardas38745         Pavarde38745        4.01
Vardas38746         Pavarde38746        2.44
Vardas38748         Pavarde38748        3.08
Vardas38749         Pavarde38749        3.05
Vardas38751         Pavarde38751        4.07
Vardas38754         Pavarde38754        4.69
Vardas38758         Pavarde38758        4.25
Vardas38759         Pavarde38759        3.19
Vardas38760         Pavarde38760        3.36
Vardas38761         Pavarde38761        3.00
Vardas38768         Pavarde38768        3.01
Vardas38772         Pavarde38772        2.87
Vardas38777         Pavarde38777        3.52
Vardas38779         Pavarde38779        3.52
Vardas38780         Pavarde38780        4.93
Vardas38781         Pavarde38781        2.92
Vardas38782         Pavarde38782        3.47
Vardas38784         Pavarde38784        4.01
Vardas38788         Pavarde38788        4.03
Vardas38789         Pavarde38789        3.33
Vardas38791         Pavarde38791        4.77
Vardas38792         Pavarde38792        4.37
Vardas38793         Pavarde38793        3.71
Vardas38797         Pavarde38797        2.47
Vardas38798         Pavarde38798        2.57
Vardas38803         Pavarde38803        2.91
Vardas38804         Pavarde38804        4.04
Vardas38808         Pavarde38808        3.93
Vardas38809         Pavarde38809        4.61
Vardas38810         Pavarde38810        3.20
Vardas38813         Pavarde38813        3.53
Vardas38814         Pavarde38814        3.47
Vardas38816         Pavarde38816        4.09
Vardas38817         Pavarde38817        2.73
Vardas38818         Pavarde38818        2.55
Vardas38820         Pavarde38820        4.39
Vardas38822         Pavarde38822        2.95
Vardas38823         Pavarde38823        4.31
Vardas38827         Pavarde38827        3.52
Vardas38828         Pavarde38828        3.40
Vardas38829         Pavarde38829        2.33
Vardas38830         Pavarde38830        4.61
Vardas38832         Pavarde38832        4.40
Vardas38833         Pavarde38833        3.63
Vardas38838         Pavarde38838        3.25
Vardas38840         Pavarde38840        4.51
Vardas38843         Pavarde38843        3.55
Vardas38846         Pavarde38846        4.29
Vardas38850         Pavarde38850        4.35
Vardas38852         Pavarde38852        3.77
Vardas38855         Pavarde38855        3.80
Vardas38861         Pavarde38861        4.96
Vardas38862         Pavarde38862        1.96
Vardas38863         Pavarde38863        3.04
Vardas38864         Pavarde38864        2.55
Vardas38865         Pavarde38865        3.88
Vardas38867         Pavarde38867        2.55
Vardas38868         Pavarde38868        4.19
Vardas38877         Pavarde38877        3.88
Vardas38878         Pavarde38878        3.05
Vardas38879         Pavarde38879        3.12
Vardas38880         Pavarde38880        2.39
Vardas38882         Pavarde38882        3.72
Vardas38884         Pavarde38884        4.20
Vardas38887         Pavarde38887        4.93
Vardas38888         Pavarde38888        3.04
Vardas38890         Pavarde38890        4.67
Vardas38895         Pavarde38895        3.60
Vardas38897         Pavarde38897        4.13
Vardas38898         Pavarde38898        3.20
Vardas38902         Pavarde38902        4.57
Vardas38903         Pavarde38903        3.36
Vardas38904         Pavarde38904        4.88
Vardas38907         Pavarde38907        3.93
Vardas38908         Pavarde38908        2.97
Vardas38910         Pavarde38910        3.41
Vardas38911         Pavarde38911        4.40
Vardas38912         Pavarde38912        3.25
Vardas38914         Pavarde38914        3.59
Vardas38915         Pavarde38915        4.12
Vardas38919         Pavarde38919        3.00
Vardas38921         Pavarde38921        3.37
Vardas38922         Pavarde38922        4.95
Vardas38925         Pavarde38925        3.20
Vardas38927         Pavarde38927        4.29
Vardas38931         Pavarde38931        3.04
Vardas38932         Pavarde38932        2.57
Vardas38933         Pavarde38933        2.47
Vardas38934         Pavarde38934        2.25
Vardas38935         Pavarde38935        3.80
Vardas38936         Pavarde38936        3.63
Vardas38939         Pavarde38939        3.49
Vardas38940         Pavarde38940        3.85
Vardas38943         Pavarde38943        4.95
Vardas38948         Pavarde38948        3.36
Vardas38949         Pavarde38949        4.51
Vardas38950         Pavarde38950        4.49
Vardas38953         Pavarde38953        3.36
Vardas38956         Pavarde38956        4.56
Vardas38960         Pavarde38960        3.88
Vardas38961         Pavarde38961        4.32
Vardas38962         Pavarde38962        2.93
Vardas38966         Pavarde38966        4.56
Vardas38969         Pavarde38969        3.56
Vardas38973         Pavarde38973        3.64
Vardas38979         Pavarde38979        4.69
Vardas38982         Pavarde38982        2.89
Vardas38984         Pavarde38984        4.23
Vardas38986         Pavarde38986        3.09
Vardas38987         Pavarde38987        4.12
Vardas38992         Pavarde38992        3.19
Vardas38994         Pavarde38994        3.01
Vardas38999         Pavarde38999        4.73
Vardas39000         Pavarde39000        2.95
Vardas39001         Pavarde39001        2.95
Vardas39002         Pavarde39002        2.72
Vardas39004         Pavarde39004        4.59
Vardas39005         Pavarde39005        3.44
Vardas39006         Pavarde39006        3.63
Vardas39018         Pavarde39018        2.49
Vardas39021         Pavarde39021        4.23
Vardas39024         Pavarde39024        2.81
Vardas39028         Pavarde39028        3.80
Vardas39029         Pavarde39029        2.33
Vardas39031         Pavarde39031        2.68
Vardas39034         Pavarde39034        4.48
Vardas39035         Pavarde39035        4.80
Vardas39036         Pavarde39036        4.59
Vardas39037         Pavarde39037        2.71
Vardas39041         Pavarde39041        4.24
Vardas39042         Pavarde39042        4.72
Vardas39045         Pavarde39045        4.39
Vardas39047         Pavarde39047        2.92
Vardas39050         Pavarde39050        4.20
Vardas39051         Pavarde39051        3.33
Vardas39055         Pavarde39055        3.77
Vardas39058         Pavarde39058        3.19
Vardas39059         Pavarde39059        3.49
Vardas39062         Pavarde39062        2.63
Vardas39063         Pavarde39063        2.60
Vardas39065         Pavarde39065        3.65
Vardas39067         Pavarde39067        3.33
Vardas39068         Pavarde39068        2.68
Vardas39074         Pavarde39074        3.33
Vardas39076         Pavarde39076        4.75
Vardas39077         Pavarde39077        4.84
Vardas39082         Pavarde39082        3.28
Vardas39085         Pavarde39085        3.45
Vardas39087         Pavarde39087        4.19
Vardas39088         Pavarde39088        1.93
Vardas39089         Pavarde39089        3.12
Vardas39093         Pavarde39093        4.29
Vardas39096         Pavarde39096        3.41
Vardas39097         Pavarde39097        3.48
Vardas39098         Pavarde39098        4.01
Vardas39099         Pavarde39099        4.76
Vardas39100         Pavarde39100        4.56
Vardas39101         Pavarde39101        3.31
Vardas39102         Pavarde39102        4.75
Vardas39103         Pavarde39103        3.00
Vardas39104         Pavarde39104        3.92
Vardas39105         Pavarde39105        3.53
Vardas39107         Pavarde39107        4.27
Vardas39108         Pavarde39108        4.19
Vardas39118         Pavarde39118        4.51
Vardas39119         Pavarde39119        4.96
Vardas39121         Pavarde39121        2.71
Vardas39122         Pavarde39122        2.76
Vardas39125         Pavarde39125        4.80
Vardas39127         Pavarde39127        4.72
Vardas39128         Pavarde39128        4.59
Vardas39137         Pavarde39137        3.57
Vardas39138         Pavarde39138        3.75
Vardas39139         Pavarde39139        3.56
Vardas39140         Pavarde39140        4.85
Vardas39141         Pavarde39141        4.85
Vardas39146         Pavarde39146        3.45
Vardas39148         Pavarde39148        3.57
Vardas39152         Pavarde39152        3.64
Vardas39153         Pavarde39153        3.57
Vardas39154         Pavarde39154        4.53
Vardas39162         Pavarde39162        3.39
Vardas39163         Pavarde39163        4.97
Vardas39164         Pavarde39164        4.37
Vardas39166         Pavarde39166        3.44
Vardas39168         Pavarde39168        4.09
Vardas39171         Pavarde39171        3.08
Vardas39172         Pavarde39172        3.84
Vardas39174         Pavarde39174        2.84
Vardas39176         Pavarde39176        4.64
Vardas39177         Pavarde39177        4.33
Vardas39178         Pavarde39178        2.57
Vardas39180         Pavarde39180        3.93
Vardas39181         Pavarde39181        4.31
Vardas39185         Pavarde39185        3.39
Vardas39189         Pavarde39189        4.57
Vardas39190         Pavarde39190        3.76
Vardas39195         Pavarde39195        4.53
Vardas39196         Pavarde39196        4.53
Vardas39199         Pavarde39199        4.97
Vardas39210         Pavarde39210        3.33
Vardas39214         Pavarde39214        2.73
Vardas39217         Pavarde39217        4.43
Vardas39219         Pavarde39219        3.85
Vardas39220         Pavarde39220        3.55
Vardas39221         Pavarde39221        3.91
Vardas39224         Pavarde39224        3.65
Vardas39225         Pavarde39225        4.23
Vardas39226         Pavarde39226        3.99
Vardas39228         Pavarde39228        4.56
Vardas39230         Pavarde39230        3.97
Vardas39232         Pavarde39232        3.73
Vardas39233         Pavarde39233        2.49
Vardas39237         Pavarde39237        2.87
Vardas39239         Pavarde39239        3.07
Vardas39241         Pavarde39241        3.96
Vardas39249         Pavarde39249        4.44
Vardas39251         Pavarde39251        4.44
Vardas39253         Pavarde39253        4.23
Vardas39255         Pavarde39255        2.87
Vardas39260         Pavarde39260        4.09
Vardas39261         Pavarde39261        3.52
Vardas39264         Pavarde39264        3.00
Vardas39266         Pavarde39266        3.05
Vardas39271         Pavarde39271        4.33
Vardas39273         Pavarde39273        3.25
Vardas39275         Pavarde39275        2.87
Vardas39277         Pavarde39277        4.28
Vardas39283         Pavarde39283        3.37
Vardas39288         Pavarde39288        2.72
Vardas39289         Pavarde39289        4.43
Vardas39290         Pavarde39290        4.61
Vardas39295         Pavarde39295        4.28
Vardas39301         Pavarde39301        3.49
Vardas39304         Pavarde39304        3.35
Vardas39305         Pavarde39305        4.81
Vardas39306         Pavarde39306        4.57
Vardas39307         Pavarde39307        4.12
Vardas39308         Pavarde39308        2.95
Vardas39309         Pavarde39309        2.95
Vardas39312         Pavarde39312        2.87
Vardas39315         Pavarde39315        4.40
Vardas39316         Pavarde39316        3.44
Vardas39320         Pavarde39320        4.04
Vardas39321         Pavarde39321        4.87
Vardas39322         Pavarde39322        4.77
Vardas39323         Pavarde39323        3.47
Vardas39324         Pavarde39324        4.84
Vardas39331         Pavarde39331        4.09
Vardas39334         Pavarde39334        3.23
Vardas39335         Pavarde39335        3.60
Vardas39336         Pavarde39336        3.15
Vardas39340         Pavarde39340        3.60
Vardas39341         Pavarde39341        4.83
Vardas39342         Pavarde39342        4.01
Vardas39343         Pavarde39343        4.01
Vardas39345         Pavarde39345        4.12
Vardas39346         Pavarde39346        4.75
Vardas39348         Pavarde39348        3.67
Vardas39350         Pavarde39350        4.77
Vardas39354         Pavarde39354        4.79
Vardas39355         Pavarde39355        2.95
Vardas39356         Pavarde39356        4.20
Vardas39357         Pavarde39357        2.99
Vardas39360         Pavarde39360        3.40
Vardas39365         Pavarde39365        3.04
Vardas39370         Pavarde39370        3.47
Vardas39371         Pavarde39371        3.97
Vardas39375         Pavarde39375        3.01
Vardas39377         Pavarde39377        3.65
Vardas39378         Pavarde39378        2.73
Vardas39380         Pavarde39380        4.72
Vardas39383         Pavarde39383        3.79
Vardas39386         Pavarde39386        4.07
Vardas39388         Pavarde39388        2.71
Vardas39389         Pavarde39389        3.44
Vardas39390         Pavarde39390        4.81
Vardas39391         Pavarde39391        2.95
Vardas39396         Pavarde39396        4.25
Vardas39402         Pavarde39402        4.28
Vardas39403         Pavarde39403        4.12
Vardas39404         Pavarde39404        3.39
Vardas39406         Pavarde39406        3.64
Vardas39407         Pavarde39407        3.03
Vardas39409         Pavarde39409        2.33
Vardas39413         Pavarde39413        3.12
Vardas39416         Pavarde39416        3.17
Vardas39418         Pavarde39418        3.31
Vardas39420         Pavarde39420        4.09
Vardas39422         Pavarde39422        3.31
Vardas39425         Pavarde39425        3.21
Vardas39426         Pavarde39426        4.07
Vardas39429         Pavarde39429        3.41
Vardas39431         Pavarde39431        2.87
Vardas39432         Pavarde39432        4.17
Vardas39437         Pavarde39437        2.57
Vardas39439         Pavarde39439        4.15
Vardas39444         Pavarde39444        3.85
Vardas39446         Pavarde39446        4.49
Vardas39447         Pavarde39447        3.00
Vardas39448         Pavarde39448        4.08
Vardas39450         Pavarde39450        2.57
Vardas39453         Pavarde39453        2.92
Vardas39454         Pavarde39454        4.72
Vardas39457         Pavarde39457        3.93
Vardas39459         Pavarde39459        4.51
Vardas39460         Pavarde39460        4.15
Vardas39462         Pavarde39462        3.04
Vardas39463         Pavarde39463        3.83
Vardas39464         Pavarde39464        4.21
Vardas39465         Pavarde39465        3.83
Vardas39472         Pavarde39472        2.55
Vardas39473         Pavarde39473        4.43
Vardas39477         Pavarde39477        4.97
Vardas39478         Pavarde39478        3.49
Vardas39480         Pavarde39480        2.09
Vardas39484         Pavarde39484        3.20
Vardas39492         Pavarde39492        4.85
Vardas39494         Pavarde39494        3.60
Vardas39498         Pavarde39498        3.88
Vardas39500         Pavarde39500        4.25
Vardas39504         Pavarde39504        4.57
Vardas39505         Pavarde39505        4.75
Vardas39508         Pavarde39508        4.17
Vardas39512         Pavarde39512        4.57
Vardas39514         Pavarde39514        4.37
Vardas39518         Pavarde39518        3.99
Vardas39522         Pavarde39522        3.41
Vardas39523         Pavarde39523        3.91
Vardas39525         Pavarde39525        3.31
Vardas39526         Pavarde39526        4.80
Vardas39530         Pavarde39530        3.89
Vardas39532         Pavarde39532        3.96
Vardas39536         Pavarde39536        3.49
Vardas39538         Pavarde39538        3.32
Vardas39540         Pavarde39540        4.69
Vardas39541         Pavarde39541        3.35
Vardas39542         Pavarde39542        4.95
Vardas39543         Pavarde39543        3.96
Vardas39546         Pavarde39546        3.13
Vardas39547         Pavarde39547        4.24
Vardas39549         Pavarde39549        3.72
Vardas39551         Pavarde39551        2.07
Vardas39556         Pavarde39556        4.15
Vardas39557         Pavarde39557        3.80
Vardas39558         Pavarde39558        3.71
Vardas39559         Pavarde39559        3.97
Vardas39560         Pavarde39560        3.17
Vardas39563         Pavarde39563        2.71
Vardas39564         Pavarde39564        4.01
Vardas39566         Pavarde39566        2.76
Vardas39567         Pavarde39567        2.81
Vardas39570         Pavarde39570        4.61
Vardas39572         Pavarde39572        4.72
Vardas39573         Pavarde39573        4.43
Vardas39578         Pavarde39578        4.17
Vardas39579         Pavarde39579        2.63
Vardas39582         Pavarde39582        3.01
Vardas39585         Pavarde39585        4.87
Vardas39587         Pavarde39587        4.97
Vardas39594         Pavarde39594        4.75
Vardas39596         Pavarde39596        2.95
Vardas39599         Pavarde39599        2.68
Vardas39604         Pavarde39604        4.96
Vardas39606         Pavarde39606        3.64
Vardas39612         Pavarde39612        4.01
Vardas39613         Pavarde39613        3.55
Vardas39615         Pavarde39615        2.49
Vardas39616         Pavarde39616        3.11
Vardas39617         Pavarde39617        3.31
Vardas39619         Pavarde39619        4.57
Vardas39623         Pavarde39623        3.93
Vardas39633         Pavarde39633        4.08
Vardas39635         Pavarde39635        2.47
Vardas39636         Pavarde39636        2.63
Vardas39637         Pavarde39637        4.15
Vardas39639         Pavarde39639        4.96
Vardas39645         Pavarde39645        3.31
Vardas39646         Pavarde39646        3.75
Vardas39650         Pavarde39650        3.41
Vardas39652         Pavarde39652        3.41
Vardas39653         Pavarde39653        3.00
Vardas39654         Pavarde39654        4.79
Vardas39660         Pavarde39660        3.31
Vardas39663         Pavarde39663        3.49
Vardas39664         Pavarde39664        4.97
Vardas39665         Pavarde39665        3.40
Vardas39667         Pavarde39667        4.51
Vardas39668         Pavarde39668        2.17
Vardas39669         Pavarde39669        2.73
Vardas39670         Pavarde39670        2.68
Vardas39676         Pavarde39676        3.33
Vardas39677         Pavarde39677        2.73
Vardas39678         Pavarde39678        3.80
Vardas39679         Pavarde39679        3.76
Vardas39681         Pavarde39681        2.39
Vardas39682         Pavarde39682        4.04
Vardas39683         Pavarde39683        3.15
Vardas39684         Pavarde39684        3.89
Vardas39685         Pavarde39685        3.75
Vardas39693         Pavarde39693        4.93
Vardas39694         Pavarde39694        3.23
Vardas39696         Pavarde39696        4.99
Vardas39697         Pavarde39697        3.85
Vardas39698         Pavarde39698        3.07
Vardas39699         Pavarde39699        3.63
Vardas39701         Pavarde39701        3.48
Vardas39702         Pavarde39702        3.57
Vardas39707         Pavarde39707        3.20
Vardas39708         Pavarde39708        4.99
Vardas39710         Pavarde39710        3.68
Vardas39712         Pavarde39712        4.33
Vardas39713         Pavarde39713        4.73
Vardas39714         Pavarde39714        4.99
Vardas39715         Pavarde39715        3.44
Vardas39716         Pavarde39716        4.12
Vardas39720         Pavarde39720        4.09
Vardas39722         Pavarde39722        4.69
Vardas39725         Pavarde39725        2.95
Vardas39732         Pavarde39732        3.39
Vardas39733         Pavarde39733        3.05
Vardas39735         Pavarde39735        2.99
Vardas39736         Pavarde39736        2.47
Vardas39737         Pavarde39737        3.65
Vardas39738         Pavarde39738        2.87
Vardas39739         Pavarde39739        3.85
Vardas39740         Pavarde39740        3.36
Vardas39741         Pavarde39741        2.65
Vardas39742         Pavarde39742        4.64
Vardas39743         Pavarde39743        3.20
Vardas39747         Pavarde39747        3.23
Vardas39749         Pavarde39749        3.60
Vardas39753         Pavarde39753        3.47
Vardas39756         Pavarde39756        3.15
Vardas39758         Pavarde39758        4.01
Vardas39761         Pavarde39761        2.73
Vardas39764         Pavarde39764        3.49
Vardas39765         Pavarde39765        3.53
Vardas39766         Pavarde39766        4.44
Vardas39769         Pavarde39769        4.15
Vardas39770         Pavarde39770        4.56
Vardas39773         Pavarde39773        3.60
Vardas39775         Pavarde39775        2.84
Vardas39779         Pavarde39779        2.57
Vardas39790         Pavarde39790        3.81
Vardas39791         Pavarde39791        2.76
Vardas39793         Pavarde39793        4.37
Vardas39794         Pavarde39794        4.04
Vardas39796         Pavarde39796        2.57
Vardas39799         Pavarde39799        4.75
Vardas39800         Pavarde39800        4.85
Vardas39804         Pavarde39804        3.05
Vardas39813         Pavarde39813        4.91
Vardas39817         Pavarde39817        3.15
Vardas39818         Pavarde39818        3.85
Vardas39819         Pavarde39819        4.59
Vardas39821         Pavarde39821        4.87
Vardas39822         Pavarde39822        2.76
Vardas39823         Pavarde39823        3.76
Vardas39824         Pavarde39824        4.16
Vardas39828         Pavarde39828        4.77
Vardas39831         Pavarde39831        2.89
Vardas39832         Pavarde39832        4.93
Vardas39833         Pavarde39833        3.63
Vardas39835         Pavarde39835        4.45
Vardas39837         Pavarde39837        3.95
Vardas39843         Pavarde39843        4.43
Vardas39854         Pavarde39854        2.67
Vardas39857         Pavarde39857        3.15
Vardas39858         Pavarde39858        4.32
Vardas39863         Pavarde39863        3.33
Vardas39865         Pavarde39865        2.81
Vardas39869         Pavarde39869        2.79
Vardas39871         Pavarde39871        3.29
Vardas39874         Pavarde39874        3.76
Vardas39878         Pavarde39878        4.17
Vardas39879         Pavarde39879        2.89
Vardas39881         Pavarde39881        3.63
Vardas39882         Pavarde39882        2.71
Vardas39884         Pavarde39884        2.25
Vardas39887         Pavarde39887        2.97
Vardas39889         Pavarde39889        3.89
Vardas39890         Pavarde39890        3.75
Vardas39891         Pavarde39891        4.35
Vardas39892         Pavarde39892        4.15
Vardas39904         Pavarde39904        2.76
Vardas39905         Pavarde39905        2.95
Vardas39906         Pavarde39906        3.93
Vardas39912         Pavarde39912        4.53
Vardas39913         Pavarde39913        4.37
Vardas39914         Pavarde39914        3.47
Vardas39915         Pavarde39915        3.72
Vardas39919         Pavarde39919        3.28
Vardas39920         Pavarde39920        3.48
Vardas39921         Pavarde39921        4.09
Vardas39922         Pavarde39922        4.93
Vardas39923         Pavarde39923        4.37
Vardas39929         Pavarde39929        3.72
Vardas39931         Pavarde39931        2.73
Vardas39932         Pavarde39932        4.56
Vardas39933         Pavarde39933        4.85
Vardas39938         Pavarde39938        3.25
Vardas39941         Pavarde39941        3.07
Vardas39942         Pavarde39942        2.95
Vardas39943         Pavarde39943        4.52
Vardas39949         Pavarde39949        4.07
Vardas39950         Pavarde39950        3.47
Vardas39953         Pavarde39953        2.68
Vardas39955         Pavarde39955        4.15
Vardas39962         Pavarde39962        3.96
Vardas39970         Pavarde39970        2.73
Vardas39973         Pavarde39973        4.64
Vardas39976         Pavarde39976        4.17
Vardas39982         Pavarde39982        2.81
Vardas39985         Pavarde39985        4.48
Vardas39987         Pavarde39987        4.25
Vardas39989         Pavarde39989        3.08
Vardas39995         Pavarde39995        3.55
Vardas39996         Pavarde39996        2.76
Vardas39999         Pavarde39999        2.84
Vardas40003         Pavarde40003        2.36
Vardas40010         Pavarde40010        3.23
Vardas40011         Pavarde40011        4.23
Vardas40014         Pavarde40014        3.20
Vardas40021         Pavarde40021        4.43
Vardas40025         Pavarde40025        4.17
Vardas40026         Pavarde40026        3.96
Vardas40027         Pavarde40027        3.04
Vardas40028         Pavarde40028        2.87
Vardas40030         Pavarde40030        4.28
Vardas40031         Pavarde40031        4.83
Vardas40037         Pavarde40037        3.52
Vardas40038         Pavarde40038        4.33
Vardas40039         Pavarde40039        3.88
Vardas40040         Pavarde40040        3.71
Vardas40041         Pavarde40041        3.44
Vardas40042         Pavarde40042        3.81
Vardas40044         Pavarde40044        3.71
Vardas40046         Pavarde40046        2.17
Vardas40047         Pavarde40047        3.77
Vardas40049         Pavarde40049        2.79
Vardas40053         Pavarde40053        2.60
Vardas40054         Pavarde40054        3.63
Vardas40055         Pavarde40055        2.57
Vardas40056         Pavarde40056        4.01
Vardas40057         Pavarde40057        4.13
Vardas40060         Pavarde40060        4.77
Vardas40061         Pavarde40061        4.92
Vardas40063         Pavarde40063        4.07
Vardas40065         Pavarde40065        3.37
Vardas40067         Pavarde40067        3.68
Vardas40068         Pavarde40068        4.56
Vardas40069         Pavarde40069        4.85
Vardas40070         Pavarde40070        4.65
Vardas40071         Pavarde40071        4.85
Vardas40073         Pavarde40073        4.72
Vardas40074         Pavarde40074        2.36
Vardas40076         Pavarde40076        4.03
Vardas40078         Pavarde40078        4.81
Vardas40079         Pavarde40079        4.43
Vardas40081         Pavarde40081        2.55
Vardas40082         Pavarde40082        2.49
Vardas40083         Pavarde40083        4.45
Vardas40085         Pavarde40085        3.23
Vardas40089         Pavarde40089        4.15
Vardas40090         Pavarde40090        4.12
Vardas40095         Pavarde40095        3.04
Vardas40097         Pavarde40097        4.61
Vardas40099         Pavarde40099        3.31
Vardas40101         Pavarde40101        3.96
Vardas40104         Pavarde40104        3.25
Vardas40105         Pavarde40105        2.84
Vardas40108         Pavarde40108        3.01
Vardas40118         Pavarde40118        3.44
Vardas40120         Pavarde40120        3.00
Vardas40121         Pavarde40121        4.77
Vardas40125         Pavarde40125        4.25
Vardas40126         Pavarde40126        3.28
Vardas40128         Pavarde40128        4.15
Vardas40129         Pavarde40129        3.04
Vardas40130         Pavarde40130        4.97
Vardas40131         Pavarde40131        2.65
Vardas40132         Pavarde40132        3.76
Vardas40134         Pavarde40134        2.95
Vardas40135         Pavarde40135        3.35
Vardas40136         Pavarde40136        3.67
Vardas40137         Pavarde40137        4.33
Vardas40138         Pavarde40138        2.41
Vardas40140         Pavarde40140        3.33
Vardas40142         Pavarde40142        4.85
Vardas40143         Pavarde40143        3.20
Vardas40146         Pavarde40146        2.87
Vardas40148         Pavarde40148        3.85
Vardas40149         Pavarde40149        3.56
Vardas40150         Pavarde40150        3.47
Vardas40152         Pavarde40152        3.00
Vardas40154         Pavarde40154        2.33
Vardas40155         Pavarde40155        4.03
Vardas40156         Pavarde40156        4.88
Vardas40157         Pavarde40157        4.01
Vardas40158         Pavarde40158        3.17
Vardas40159         Pavarde40159        4.33
Vardas40160         Pavarde40160        4.47
Vardas40161         Pavarde40161        4.15
Vardas40163         Pavarde40163        4.51
Vardas40165         Pavarde40165        3.24
Vardas40166         Pavarde40166        4.69
Vardas40167         Pavarde40167        3.41
Vardas40169         Pavarde40169        4.40
Vardas40172         Pavarde40172        3.15
Vardas40173         Pavarde40173        3.88
Vardas40175         Pavarde40175        2.57
Vardas40176         Pavarde40176        3.05
Vardas40178         Pavarde40178        3.73
Vardas40181         Pavarde40181        3.43
Vardas40183         Pavarde40183        4.97
Vardas40188         Pavarde40188        4.61
Vardas40190         Pavarde40190        2.72
Vardas40194         Pavarde40194        4.56
Vardas40195         Pavarde40195        3.23
Vardas40197         Pavarde40197        3.44
Vardas40201         Pavarde40201        4.87
Vardas40206         Pavarde40206        4.15
Vardas40216         Pavarde40216        2.71
Vardas40218         Pavarde40218        3.47
Vardas40221         Pavarde40221        3.25
Vardas40224         Pavarde40224        3.41
Vardas40229         Pavarde40229        3.28
Vardas40233         Pavarde40233        2.68
Vardas40235         Pavarde40235        4.49
Vardas40236         Pavarde40236        4.60
Vardas40240         Pavarde40240        4.75
Vardas40247         Pavarde40247        2.73
Vardas40248         Pavarde40248        4.00
Vardas40253         Pavarde40253        3.63
Vardas40254         Pavarde40254        4.59
Vardas40257         Pavarde40257        3.39
Vardas40258         Pavarde40258        3.25
Vardas40259         Pavarde40259        3.12
Vardas40262         Pavarde40262        4.75
Vardas40264         Pavarde40264        4.19
Vardas40266         Pavarde40266        4.69
Vardas40268         Pavarde40268        3.76
Vardas40269         Pavarde40269        3.57
Vardas40270         Pavarde40270        4.36
Vardas40275         Pavarde40275        2.84
Vardas40276         Pavarde40276        2.89
Vardas40280         Pavarde40280        3.93
Vardas40281         Pavarde40281        3.47
Vardas40285         Pavarde40285        3.31
Vardas40286         Pavarde40286        3.72
Vardas40289         Pavarde40289        3.21
Vardas40291         Pavarde40291        3.11
Vardas40294         Pavarde40294        4.40
Vardas40296         Pavarde40296        3.68
Vardas40301         Pavarde40301        3.36
Vardas40303         Pavarde40303        4.33
Vardas40304         Pavarde40304        2.87
Vardas40309         Pavarde40309        3.17
Vardas40314         Pavarde40314        2.92
Vardas40316         Pavarde40316        3.72
Vardas40321         Pavarde40321        2.57
Vardas40325         Pavarde40325        2.52
Vardas40326         Pavarde40326        3.36
Vardas40330         Pavarde40330        3.20
Vardas40331         Pavarde40331        2.91
Vardas40332         Pavarde40332        2.97
Vardas40336         Pavarde40336        4.27
Vardas40337         Pavarde40337        2.76
Vardas40338         Pavarde40338        3.84
Vardas40341         Pavarde40341        4.33
Vardas40345         Pavarde40345        2.65
Vardas40346         Pavarde40346        4.20
Vardas40347         Pavarde40347        2.47
Vardas40351         Pavarde40351        4.64
Vardas40353         Pavarde40353        4.07
Vardas40354         Pavarde40354        2.44
Vardas40355         Pavarde40355        2.87
Vardas40356         Pavarde40356        2.25
Vardas40357         Pavarde40357        3.76
Vardas40361         Pavarde40361        4.04
Vardas40362         Pavarde40362        2.73
Vardas40365         Pavarde40365        2.23
Vardas40371         Pavarde40371        2.84
Vardas40372         Pavarde40372        4.07
Vardas40374         Pavarde40374        3.15
Vardas40378         Pavarde40378        2.89
Vardas40381         Pavarde40381        4.48
Vardas40383         Pavarde40383        2.52
Vardas40385         Pavarde40385        3.52
Vardas40386         Pavarde40386        2.87
Vardas40387         Pavarde40387        3.88
Vardas40388         Pavarde40388        4.07
Vardas40391         Pavarde40391        4.27
Vardas40393         Pavarde40393        4.67
Vardas40394         Pavarde40394        4.51
Vardas40395         Pavarde40395        4.96
Vardas40397         Pavarde40397        4.61
Vardas40408         Pavarde40408        3.12
Vardas40410         Pavarde40410        4.89
Vardas40411         Pavarde40411        3.04
Vardas40413         Pavarde40413        4.32
Vardas40414         Pavarde40414        3.63
Vardas40416         Pavarde40416        3.01
Vardas40422         Pavarde40422        3.89
Vardas40429         Pavarde40429        3.28
Vardas40431         Pavarde40431        3.12
Vardas40434         Pavarde40434        3.33
Vardas40435         Pavarde40435        2.55
Vardas40438         Pavarde40438        2.97
Vardas40440         Pavarde40440        2.73
Vardas40441         Pavarde40441        4.31
Vardas40442         Pavarde40442        4.67
Vardas40446         Pavarde40446        4.01
Vardas40447         Pavarde40447        4.13
Vardas40449         Pavarde40449        4.89
Vardas40453         Pavarde40453        2.95
Vardas40457         Pavarde40457        2.76
Vardas40458         Pavarde40458        4.47
Vardas40462         Pavarde40462        4.07
Vardas40465         Pavarde40465        3.35
