Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas46647         Pavarde46647        8     2     4     4     6     4     5     10    3     6     10    3     9     6     6     6     
Vardas46648         Pavarde46648        3     9     3     9     2     7     4     1     3     1     3     3     2     10    6     1     
Vardas46649         Pavarde46649        10    6     5     10    4     7     3     5     4     2     2     10    3     3     9     3     
Vardas46650         Pavarde46650        1     4     5     2     5     5     7     6     4     8     10    1     3     1     4     7     
Vardas46651         Pavarde46651        10    6     5     6     10    4     6     4     10    1     9     6     6     10    9     2     
Vardas46652         Pavarde46652        7     9     8     9     7     7     8     8     1     1     1     8     7     1     3     10    
Vardas46653         Pavarde46653        9     5     2     3     2     7     10    6     3     10    9     10    4     2     7     4     
Vardas46654         Pavarde46654        10    8     9     4     10    2     3     2     7     5     8     7     10    6     10    1     
Vardas46655         Pavarde46655        7     7     4     2     9     10    3     8     2     9     8     2     9     7     4     10    
Vardas46656         Pavarde46656        6     3     3     1     9     7     1     9     5     2     9     1     2     7     3     3     
Vardas46657         Pavarde46657        8     2     2     3     10    9     6     6     6     5     2     8     7     6     9     8     
Vardas46658         Pavarde46658        7     6     10    3     5     6     2     2     2     4     8     7     3     8     7     10    
Vardas46659         Pavarde46659        3     6     8     4     2     3     2     5     10    8     10    6     8     10    5     2     
Vardas46660         Pavarde46660        3     4     1     3     4     8     3     10    6     10    5     8     6     5     9     4     
Vardas46661         Pavarde46661        8     5     6     5     1     6     5     9     10    6     9     5     8     10    8     5     
Vardas46662         Pavarde46662        7     9     5     9     5     1     1     7     3     2     6     6     9     10    3     4     
Vardas46663         Pavarde46663        6     7     4     4     9     4     10    10    5     5     7     10    6     3     3     9     
Vardas46664         Pavarde46664        7     5     9     7     7     1     3     1     8     6     6     3     9     3     9     10    
Vardas46665         Pavarde46665        7     10    10    7     6     10    5     8     8     8     4     8     5     5     8     9     
Vardas46666         Pavarde46666        8     3     4     10    1     8     9     1     8     1     6     10    7     3     2     9     
Vardas46667         Pavarde46667        9     4     3     10    5     5     9     7     2     8     9     9     6     6     7     8     
Vardas46668         Pavarde46668        5     10    5     9     2     1     8     4     7     9     3     4     9     7     3     10    
Vardas46669         Pavarde46669        7     1     9     8     5     8     2     10    2     2     9     6     8     10    5     7     
Vardas46670         Pavarde46670        5     10    5     8     5     10    2     5     5     9     1     5     6     5     1     7     
Vardas46671         Pavarde46671        5     7     7     2     5     10    1     10    8     1     5     6     1     7     10    4     
Vardas46672         Pavarde46672        6     8     8     2     6     9     6     5     10    1     8     6     1     2     2     3     
Vardas46673         Pavarde46673        10    9     5     6     2     3     10    4     4     9     9     2     1     6     10    4     
Vardas46674         Pavarde46674        7     2     8     2     5     5     7     4     10    5     8     5     8     3     9     8     
Vardas46675         Pavarde46675        10    6     2     5     1     1     3     9     4     5     6     1     5     7     10    6     
Vardas46676         Pavarde46676        2     1     8     3     3     8     6     9     5     6     6     4     3     8     2     7     
Vardas46677         Pavarde46677        8     6     1     5     2     8     2     2     10    5     5     1     6     10    8     4     
Vardas46678         Pavarde46678        9     9     7     10    8     2     3     4     2     2     9     1     6     4     1     7     
Vardas46679         Pavarde46679        9     7     8     9     10    3     3     10    4     7     8     7     7     4     3     1     
Vardas46680         Pavarde46680        7     5     10    1     5     4     3     1     7     3     5     1     2     5     3     8     
Vardas46681         Pavarde46681        3     6     3     5     8     6     9     1     1     8     6     7     5     3     2     5     
Vardas46682         Pavarde46682        4     10    8     4     8     4     8     10    8     2     9     9     1     5     3     2     
Vardas46683         Pavarde46683        8     1     2     7     1     9     10    4     2     8     1     7     6     2     5     4     
Vardas46684         Pavarde46684        5     9     9     1     10    6     4     10    1     1     1     7     3     4     10    5     
Vardas46685         Pavarde46685        7     6     9     1     1     1     4     5     7     5     8     5     4     7     6     6     
Vardas46686         Pavarde46686        3     3     3     7     10    3     4     6     9     2     1     1     1     9     1     6     
Vardas46687         Pavarde46687        4     10    8     1     2     6     1     5     2     3     7     5     6     6     6     4     
Vardas46688         Pavarde46688        2     7     7     7     3     4     3     2     1     10    8     7     6     8     8     3     
Vardas46689         Pavarde46689        7     8     8     4     1     4     8     3     2     6     3     8     10    6     1     10    
Vardas46690         Pavarde46690        6     7     5     7     9     8     1     9     5     8     4     3     2     4     3     1     
Vardas46691         Pavarde46691        10    3     8     5     6     8     3     4     4     3     5     10    2     3     10    9     
Vardas46692         Pavarde46692        9     6     4     4     6     8     3     4     5     9     10    1     3     2     5     7     
Vardas46693         Pavarde46693        6     5     4     3     7     5     7     9     3     2     9     3     7     3     1     6     
Vardas46694         Pavarde46694        3     5     2     8     8     4     10    8     10    10    5     10    5     6     7     2     
Vardas46695         Pavarde46695        2     9     1     6     1     5     7     3     4     9     9     3     6     10    2     8     
Vardas46696         Pavarde46696        5     10    4     9     3     6     10    8     8     7     1     2     4     10    5     6     
Vardas46697         Pavarde46697        1     4     7     7     6     4     4     10    3     6     8     5     9     10    10    10    
Vardas46698         Pavarde46698        7     8     6     6     1     3     10    8     8     2     5     6     1     9     2     5     
Vardas46699         Pavarde46699        3     7     7     3     10    9     7     4     10    5     8     4     10    1     1     6     
Vardas46700         Pavarde46700        4     4     4     4     2     10    6     1     1     7     5     4     5     5     8     6     
Vardas46701         Pavarde46701        4     9     9     10    10    3     10    8     5     4     6     10    10    3     9     9     
Vardas46702         Pavarde46702        2     2     1     8     7     3     2     4     7     6     7     9     2     2     10    8     
Vardas46703         Pavarde46703        8     7     2     7     8     4     10    3     7     7     7     2     4     9     1     1     
Vardas46704         Pavarde46704        5     1     4     9     4     3     2     3     2     10    6     2     8     8     8     10    
Vardas46705         Pavarde46705        5     10    3     1     8     1     2     6     2     1     3     2     7     5     2     4     
Vardas46706         Pavarde46706        3     6     2     1     8     2     3     8     6     7     3     8     10    7     6     5     
Vardas46707         Pavarde46707        9     1     10    8     4     8     3     6     9     4     6     5     9     3     3     4     
Vardas46708         Pavarde46708        6     4     4     10    6     7     7     4     6     9     8     7     2     8     3     8     
Vardas46709         Pavarde46709        6     7     3     5     4     10    6     5     2     10    8     7     3     4     6     1     
Vardas46710         Pavarde46710        8     9     2     5     2     2     5     4     5     6     7     6     8     6     8     7     
Vardas46711         Pavarde46711        1     8     5     10    10    2     2     9     3     7     4     10    1     1     7     7     
Vardas46712         Pavarde46712        4     6     7     4     5     4     8     5     6     2     8     7     2     2     4     6     
Vardas46713         Pavarde46713        9     2     4     2     5     6     5     9     3     6     1     8     10    9     9     7     
Vardas46714         Pavarde46714        1     3     4     10    5     9     6     4     1     9     1     5     10    6     1     6     
Vardas46715         Pavarde46715        6     5     6     3     3     5     7     7     7     5     1     10    10    10    9     2     
Vardas46716         Pavarde46716        5     7     4     6     6     8     9     4     8     8     9     10    9     9     4     6     
Vardas46717         Pavarde46717        5     4     6     8     7     10    3     4     10    7     4     3     5     6     6     4     
Vardas46718         Pavarde46718        1     2     2     1     10    10    6     10    5     2     1     5     9     4     6     3     
Vardas46719         Pavarde46719        2     2     5     7     10    1     3     4     7     6     6     1     5     9     1     10    
Vardas46720         Pavarde46720        2     1     10    8     1     7     7     5     2     6     5     8     8     8     6     6     
Vardas46721         Pavarde46721        9     5     9     4     2     5     1     10    5     10    7     2     3     4     10    9     
Vardas46722         Pavarde46722        2     1     3     2     2     6     3     7     10    4     2     3     4     10    8     8     
Vardas46723         Pavarde46723        7     4     4     9     2     9     1     9     2     6     6     8     7     6     5     3     
Vardas46724         Pavarde46724        7     1     5     10    10    3     6     10    6     8     9     1     9     2     6     4     
Vardas46725         Pavarde46725        10    2     1     5     8     3     4     5     8     6     1     7     5     9     8     9     
Vardas46726         Pavarde46726        8     10    8     2     3     5     9     4     3     10    1     7     8     2     7     6     
Vardas46727         Pavarde46727        9     7     2     2     6     8     1     9     1     1     6     7     9     9     5     5     
Vardas46728         Pavarde46728        2     6     4     4     10    9     7     2     6     10    2     2     2     9     4     8     
Vardas46729         Pavarde46729        6     2     8     7     7     10    9     9     1     2     7     9     1     5     7     10    
Vardas46730         Pavarde46730        5     9     3     2     3     1     8     3     1     2     2     9     6     5     2     4     
Vardas46731         Pavarde46731        6     9     10    7     5     4     7     10    3     8     7     6     2     8     9     6     
Vardas46732         Pavarde46732        3     9     2     3     4     4     6     1     6     1     5     4     5     3     10    4     
Vardas46733         Pavarde46733        6     6     4     5     7     2     8     5     3     1     10    5     9     7     2     3     
Vardas46734         Pavarde46734        1     7     7     7     2     8     2     7     2     8     6     9     6     3     3     3     
Vardas46735         Pavarde46735        9     1     1     9     8     1     4     7     1     1     6     1     7     5     10    3     
Vardas46736         Pavarde46736        7     8     6     4     9     10    10    7     1     5     5     10    6     3     3     8     
Vardas46737         Pavarde46737        2     7     2     7     9     5     10    4     9     8     2     9     8     10    5     7     
Vardas46738         Pavarde46738        1     7     7     8     3     5     4     3     4     4     3     7     9     2     4     8     
Vardas46739         Pavarde46739        4     3     6     4     8     2     4     2     8     1     3     1     8     8     5     6     
Vardas46740         Pavarde46740        1     6     8     9     5     5     3     6     8     5     5     4     8     3     4     7     
Vardas46741         Pavarde46741        4     10    4     1     5     8     10    1     7     9     4     6     2     8     9     3     
Vardas46742         Pavarde46742        4     4     7     7     8     7     10    4     7     4     1     2     6     2     7     7     
Vardas46743         Pavarde46743        10    4     3     6     2     6     1     2     10    1     3     3     10    6     10    6     
Vardas46744         Pavarde46744        2     8     8     4     9     9     10    1     1     4     8     4     3     10    7     5     
Vardas46745         Pavarde46745        10    7     5     9     6     7     2     10    9     3     9     6     5     3     5     2     
Vardas46746         Pavarde46746        10    9     4     8     6     5     4     1     1     4     2     2     5     4     4     4     
Vardas46747         Pavarde46747        3     8     4     10    10    2     5     5     6     7     4     1     10    7     2     8     
Vardas46748         Pavarde46748        9     2     8     3     8     5     2     4     4     8     5     9     5     8     6     8     
Vardas46749         Pavarde46749        5     5     1     3     1     6     9     2     1     3     9     3     6     6     10    10    
Vardas46750         Pavarde46750        3     4     2     3     4     7     4     1     10    2     6     6     8     6     9     7     
Vardas46751         Pavarde46751        3     8     1     1     4     2     9     2     9     10    5     10    7     9     8     3     
Vardas46752         Pavarde46752        4     1     5     3     2     1     9     2     9     1     9     6     6     3     10    8     
Vardas46753         Pavarde46753        4     9     7     3     6     10    2     4     6     1     7     6     5     9     8     10    
Vardas46754         Pavarde46754        10    3     6     10    10    6     5     1     3     7     5     4     3     9     7     1     
Vardas46755         Pavarde46755        9     2     1     6     9     6     7     9     2     9     1     3     7     6     6     2     
Vardas46756         Pavarde46756        2     8     4     5     6     10    8     10    5     1     9     9     2     1     7     2     
Vardas46757         Pavarde46757        6     10    10    4     4     2     1     6     8     2     3     10    8     9     8     10    
Vardas46758         Pavarde46758        10    4     4     8     10    1     4     1     3     7     2     1     10    10    10    8     
Vardas46759         Pavarde46759        6     5     1     10    1     8     5     10    3     10    7     1     6     1     9     1     
Vardas46760         Pavarde46760        3     5     9     4     3     9     3     3     7     6     1     8     3     6     7     3     
Vardas46761         Pavarde46761        9     2     2     10    6     6     6     1     5     1     10    9     2     7     2     3     
Vardas46762         Pavarde46762        3     6     6     2     4     10    1     4     6     5     2     6     7     5     8     4     
Vardas46763         Pavarde46763        7     6     6     10    8     10    2     8     6     1     10    4     5     6     9     8     
Vardas46764         Pavarde46764        1     8     4     4     8     5     10    7     3     4     5     4     3     3     5     6     
Vardas46765         Pavarde46765        3     10    10    7     8     8     1     8     3     6     6     10    6     1     9     6     
Vardas46766         Pavarde46766        9     2     10    2     4     4     1     7     4     7     8     3     3     6     3     3     
Vardas46767         Pavarde46767        5     8     5     1     8     6     5     7     9     3     4     9     7     1     9     10    
Vardas46768         Pavarde46768        2     10    7     5     9     5     9     4     7     9     9     1     6     1     5     7     
Vardas46769         Pavarde46769        4     4     7     5     3     6     3     6     8     7     2     7     8     8     6     9     
Vardas46770         Pavarde46770        2     3     6     4     2     4     8     4     2     4     8     10    2     4     5     3     
Vardas46771         Pavarde46771        6     6     8     2     2     6     1     4     3     8     9     5     8     1     5     5     
Vardas46772         Pavarde46772        2     2     4     1     7     7     10    7     6     7     5     8     9     7     6     3     
Vardas46773         Pavarde46773        9     1     7     2     5     2     5     9     5     7     2     6     1     7     6     1     
Vardas46774         Pavarde46774        6     6     9     2     7     5     7     8     3     7     3     3     5     4     6     8     
Vardas46775         Pavarde46775        7     7     7     10    2     9     8     5     8     3     6     8     2     4     7     3     
Vardas46776         Pavarde46776        2     3     2     2     8     4     7     8     6     10    5     10    7     5     3     4     
Vardas46777         Pavarde46777        2     8     1     7     9     10    2     6     10    5     2     3     3     8     5     6     
Vardas46778         Pavarde46778        1     3     3     9     9     8     4     9     3     4     10    4     5     7     2     2     
Vardas46779         Pavarde46779        1     9     1     4     3     8     8     8     10    1     2     3     3     5     3     6     
Vardas46780         Pavarde46780        2     9     8     10    7     4     2     2     6     2     7     1     2     4     4     9     
Vardas46781         Pavarde46781        3     4     9     3     9     8     3     5     2     2     6     4     7     5     8     2     
Vardas46782         Pavarde46782        2     4     2     10    8     9     5     3     5     5     1     10    4     8     7     3     
Vardas46783         Pavarde46783        1     2     2     6     4     1     5     4     7     1     8     3     1     9     10    7     
Vardas46784         Pavarde46784        9     4     3     10    9     4     8     9     2     10    5     1     9     5     6     2     
Vardas46785         Pavarde46785        5     2     9     2     6     7     7     1     4     7     10    7     5     7     8     9     
Vardas46786         Pavarde46786        4     3     9     7     7     10    3     8     10    4     8     4     9     5     3     8     
Vardas46787         Pavarde46787        5     10    6     2     1     3     4     10    7     1     1     8     10    5     8     4     
Vardas46788         Pavarde46788        10    7     6     10    5     9     5     6     5     6     8     8     5     7     8     2     
Vardas46789         Pavarde46789        6     5     1     8     6     3     10    6     10    8     10    7     3     1     1     4     
Vardas46790         Pavarde46790        3     2     1     9     9     7     8     7     10    9     9     8     2     3     6     1     
Vardas46791         Pavarde46791        4     2     7     4     5     8     10    7     8     10    4     9     2     1     1     1     
Vardas46792         Pavarde46792        6     6     9     2     4     3     2     4     2     7     1     10    4     2     9     6     
Vardas46793         Pavarde46793        9     4     7     3     8     6     3     4     4     1     2     9     4     6     1     9     
Vardas46794         Pavarde46794        8     9     4     7     5     8     7     4     7     9     3     5     3     6     9     10    
Vardas46795         Pavarde46795        10    4     3     5     3     5     2     10    3     6     3     1     4     7     1     10    
Vardas46796         Pavarde46796        10    2     1     3     7     4     4     4     8     4     6     9     2     1     8     1     
Vardas46797         Pavarde46797        5     4     9     1     5     5     4     4     1     7     9     7     7     1     9     3     
Vardas46798         Pavarde46798        5     8     7     3     1     1     9     1     5     2     3     6     1     4     7     9     
Vardas46799         Pavarde46799        1     5     9     3     8     7     1     3     3     10    9     8     6     2     4     1     
Vardas46800         Pavarde46800        6     9     4     4     1     4     2     7     10    6     7     7     9     6     6     4     
Vardas46801         Pavarde46801        3     9     8     7     10    7     3     4     9     4     1     10    3     9     6     6     
Vardas46802         Pavarde46802        8     1     4     6     3     2     10    3     6     8     2     8     7     4     9     8     
Vardas46803         Pavarde46803        1     6     9     1     3     5     2     1     3     3     3     10    8     2     5     7     
Vardas46804         Pavarde46804        10    2     6     7     2     8     5     9     5     2     3     4     4     5     10    7     
Vardas46805         Pavarde46805        5     10    6     10    10    4     4     8     5     4     7     8     7     5     5     5     
Vardas46806         Pavarde46806        9     7     3     3     1     4     3     7     10    3     4     9     3     7     9     9     
Vardas46807         Pavarde46807        10    7     6     3     9     8     6     2     2     5     7     1     2     10    4     4     
Vardas46808         Pavarde46808        6     10    9     4     2     1     9     5     7     9     6     8     6     7     7     7     
Vardas46809         Pavarde46809        2     10    5     9     10    8     6     6     6     4     7     7     1     7     1     8     
Vardas46810         Pavarde46810        6     8     3     2     7     8     9     6     6     3     8     1     8     1     10    3     
Vardas46811         Pavarde46811        3     6     8     1     8     6     3     8     1     2     6     4     2     7     10    9     
Vardas46812         Pavarde46812        9     8     8     1     8     10    9     10    7     1     5     2     7     3     10    7     
Vardas46813         Pavarde46813        10    4     6     3     8     4     5     1     9     8     3     7     2     7     1     2     
Vardas46814         Pavarde46814        2     9     4     6     2     1     3     1     1     2     3     7     4     8     10    1     
Vardas46815         Pavarde46815        3     3     10    3     2     2     3     6     4     9     8     5     2     4     10    5     
Vardas46816         Pavarde46816        3     7     10    10    1     4     9     2     7     3     1     10    7     1     4     10    
Vardas46817         Pavarde46817        1     7     10    10    9     8     5     1     8     8     8     1     7     6     4     4     
Vardas46818         Pavarde46818        4     8     1     10    4     7     1     10    7     7     1     5     3     2     5     2     
Vardas46819         Pavarde46819        6     9     6     3     9     10    10    4     8     9     7     6     1     4     1     5     
Vardas46820         Pavarde46820        1     6     6     2     5     2     9     9     5     7     6     8     7     9     2     4     
Vardas46821         Pavarde46821        7     5     5     2     9     8     10    1     10    5     8     5     5     7     10    8     
Vardas46822         Pavarde46822        7     9     3     2     5     4     3     10    6     1     10    5     8     4     5     1     
Vardas46823         Pavarde46823        7     10    5     10    10    3     9     2     9     9     10    7     5     9     10    8     
Vardas46824         Pavarde46824        10    2     7     10    5     5     7     1     5     3     9     3     5     10    2     2     
Vardas46825         Pavarde46825        7     3     7     10    2     9     9     7     5     8     4     5     9     3     10    1     
Vardas46826         Pavarde46826        3     2     6     7     3     10    7     2     4     7     7     5     1     5     6     10    
Vardas46827         Pavarde46827        6     1     7     8     9     3     3     6     9     7     2     2     5     3     3     10    
Vardas46828         Pavarde46828        1     7     7     8     8     9     2     8     10    4     2     1     7     9     2     1     
Vardas46829         Pavarde46829        1     8     5     10    4     10    1     7     2     9     4     10    10    8     9     6     
Vardas46830         Pavarde46830        2     6     2     3     5     3     2     10    6     1     7     4     6     3     8     10    
Vardas46831         Pavarde46831        1     5     5     3     4     7     7     3     6     3     4     6     10    7     3     10    
Vardas46832         Pavarde46832        9     6     10    2     9     10    2     2     7     5     2     4     7     8     1     1     
Vardas46833         Pavarde46833        6     6     2     9     10    7     4     2     9     8     1     6     3     5     6     10    
Vardas46834         Pavarde46834        4     4     3     5     9     4     3     8     2     10    7     4     1     2     1     1     
Vardas46835         Pavarde46835        2     3     9     6     4     9     9     3     5     1     2     9     9     9     3     3     
Vardas46836         Pavarde46836        1     10    8     5     1     10    5     9     3     9     10    8     8     1     10    6     
Vardas46837         Pavarde46837        6     1     9     6     8     9     6     2     8     10    9     5     9     8     4     7     
Vardas46838         Pavarde46838        9     1     10    10    8     1     10    5     3     2     1     7     10    3     10    8     
Vardas46839         Pavarde46839        3     7     3     5     8     7     6     2     9     2     5     3     5     7     3     5     
Vardas46840         Pavarde46840        9     6     9     10    9     6     2     2     4     8     4     6     7     3     8     10    
Vardas46841         Pavarde46841        2     5     10    6     10    10    4     7     1     5     10    1     3     4     5     7     
Vardas46842         Pavarde46842        4     9     10    9     3     2     2     4     8     3     2     1     6     2     3     7     
Vardas46843         Pavarde46843        9     5     9     1     9     1     8     1     10    7     5     10    3     3     1     6     
Vardas46844         Pavarde46844        4     9     3     6     9     7     3     9     8     8     6     4     3     2     9     3     
Vardas46845         Pavarde46845        6     9     4     4     3     5     10    10    1     7     6     8     8     7     4     3     
Vardas46846         Pavarde46846        7     6     1     3     5     8     1     3     9     4     9     6     4     3     6     3     
Vardas46847         Pavarde46847        9     4     3     6     9     6     10    9     1     7     9     7     8     5     4     5     
Vardas46848         Pavarde46848        5     7     10    2     5     7     4     4     9     2     2     4     8     6     4     2     
Vardas46849         Pavarde46849        2     2     3     10    7     3     10    3     3     10    4     9     9     10    1     2     
Vardas46850         Pavarde46850        1     9     9     7     6     3     6     7     9     5     9     9     2     4     9     8     
Vardas46851         Pavarde46851        4     7     7     2     1     1     4     7     8     9     2     1     8     4     6     3     
Vardas46852         Pavarde46852        3     2     1     4     4     7     8     10    2     2     5     4     5     4     2     1     
Vardas46853         Pavarde46853        6     5     9     4     8     7     6     8     9     10    1     10    7     3     4     6     
Vardas46854         Pavarde46854        9     2     4     6     5     6     8     7     5     3     7     9     10    1     1     2     
Vardas46855         Pavarde46855        9     4     4     1     6     3     5     7     2     1     3     2     9     9     6     9     
Vardas46856         Pavarde46856        10    8     8     7     9     3     8     7     7     1     10    4     7     6     1     8     
Vardas46857         Pavarde46857        3     4     8     10    9     5     4     5     2     6     1     7     9     6     5     10    
Vardas46858         Pavarde46858        5     6     1     4     6     9     3     10    10    5     1     1     10    5     9     2     
Vardas46859         Pavarde46859        7     4     10    1     7     7     9     4     9     5     8     2     5     6     9     10    
Vardas46860         Pavarde46860        2     6     3     1     8     8     5     1     9     5     6     5     3     5     2     9     
Vardas46861         Pavarde46861        10    8     4     9     2     3     5     7     8     6     4     2     9     10    9     10    
Vardas46862         Pavarde46862        3     3     9     7     7     3     10    8     6     7     7     10    9     5     4     7     
Vardas46863         Pavarde46863        8     9     3     2     8     7     2     9     7     10    1     4     8     5     4     1     
Vardas46864         Pavarde46864        2     9     10    7     8     10    1     6     8     5     2     2     8     8     10    9     
Vardas46865         Pavarde46865        8     10    6     5     5     1     7     4     10    1     9     6     2     3     2     10    
Vardas46866         Pavarde46866        4     6     3     5     1     4     7     2     8     7     10    6     4     4     3     3     
Vardas46867         Pavarde46867        7     4     4     6     1     9     1     9     7     7     4     10    8     7     1     1     
Vardas46868         Pavarde46868        6     3     7     9     6     6     7     2     1     4     8     2     4     6     10    3     
Vardas46869         Pavarde46869        1     1     5     6     1     9     2     5     4     3     2     8     1     8     8     1     
Vardas46870         Pavarde46870        8     4     7     2     9     3     1     3     7     5     1     6     6     10    9     7     
Vardas46871         Pavarde46871        4     4     9     7     10    6     4     3     4     4     6     2     6     1     1     9     
Vardas46872         Pavarde46872        5     2     1     5     5     7     3     5     8     10    9     7     8     3     10    8     
Vardas46873         Pavarde46873        6     5     10    10    9     3     10    1     5     1     2     7     5     10    9     10    
Vardas46874         Pavarde46874        10    9     3     6     2     4     5     3     3     10    3     5     2     10    4     1     
Vardas46875         Pavarde46875        9     8     3     7     2     1     8     9     6     10    6     4     6     9     8     7     
Vardas46876         Pavarde46876        9     1     1     7     3     6     5     9     9     4     3     6     5     10    2     10    
Vardas46877         Pavarde46877        2     7     8     10    8     8     9     8     1     7     4     3     8     8     6     10    
Vardas46878         Pavarde46878        2     5     7     3     1     2     9     7     1     7     2     6     9     3     5     2     
Vardas46879         Pavarde46879        10    8     7     4     9     4     4     1     9     2     5     7     1     6     7     10    
Vardas46880         Pavarde46880        7     4     4     6     2     5     8     9     5     10    10    8     8     5     2     7     
Vardas46881         Pavarde46881        4     6     1     8     10    7     9     5     9     10    7     7     5     9     1     4     
Vardas46882         Pavarde46882        10    1     8     3     8     1     10    8     4     4     3     7     5     3     5     10    
Vardas46883         Pavarde46883        4     6     8     1     7     9     3     10    7     2     5     1     7     5     10    4     
Vardas46884         Pavarde46884        1     10    7     2     8     3     4     5     8     6     10    8     3     10    3     9     
Vardas46885         Pavarde46885        2     9     10    3     2     2     9     3     4     3     5     9     9     7     4     2     
Vardas46886         Pavarde46886        4     2     1     7     3     3     7     2     5     9     10    3     4     8     7     8     
Vardas46887         Pavarde46887        6     2     4     5     4     2     4     4     4     7     3     5     8     10    8     10    
Vardas46888         Pavarde46888        10    4     8     6     6     5     10    8     5     6     5     10    3     9     4     1     
Vardas46889         Pavarde46889        3     2     1     6     9     10    3     6     10    1     1     10    9     9     8     10    
Vardas46890         Pavarde46890        5     1     9     3     4     10    3     6     5     10    7     1     8     7     10    7     
Vardas46891         Pavarde46891        2     1     6     5     1     6     9     2     6     9     9     5     3     8     8     8     
Vardas46892         Pavarde46892        4     2     7     6     1     1     1     10    5     10    1     4     7     7     2     2     
Vardas46893         Pavarde46893        9     1     10    7     6     4     7     5     10    1     4     9     3     2     4     10    
Vardas46894         Pavarde46894        10    10    8     3     4     2     10    7     7     3     10    5     7     3     4     1     
Vardas46895         Pavarde46895        7     4     10    7     3     7     2     8     4     1     7     5     4     9     6     10    
Vardas46896         Pavarde46896        5     3     5     5     9     7     10    8     3     7     8     10    3     7     3     1     
Vardas46897         Pavarde46897        6     1     8     2     9     5     3     4     10    3     6     6     8     1     1     6     
Vardas46898         Pavarde46898        6     2     5     4     3     6     7     10    9     8     9     2     5     10    2     3     
Vardas46899         Pavarde46899        1     2     2     7     7     6     2     3     8     1     8     9     4     10    5     3     
Vardas46900         Pavarde46900        7     1     5     6     6     7     4     2     3     10    3     1     4     3     3     5     
Vardas46901         Pavarde46901        9     5     5     4     2     2     10    3     10    9     5     4     9     3     9     6     
Vardas46902         Pavarde46902        5     2     9     9     5     7     3     1     1     8     1     2     8     7     8     2     
Vardas46903         Pavarde46903        3     6     10    5     1     9     2     9     2     8     6     1     5     8     1     3     
Vardas46904         Pavarde46904        5     5     1     6     2     6     9     6     1     4     3     10    1     8     10    9     
Vardas46905         Pavarde46905        5     2     3     8     8     3     1     2     2     8     9     4     10    4     6     8     
Vardas46906         Pavarde46906        10    3     9     1     4     6     10    6     1     8     3     1     3     3     8     3     
Vardas46907         Pavarde46907        8     2     8     8     1     7     8     4     10    3     4     3     4     3     3     4     
Vardas46908         Pavarde46908        8     10    3     10    7     5     3     9     3     9     4     1     4     8     1     5     
Vardas46909         Pavarde46909        3     5     7     3     6     1     5     8     4     1     5     5     5     10    3     9     
Vardas46910         Pavarde46910        7     1     4     2     4     2     4     2     8     5     10    3     7     1     4     8     
Vardas46911         Pavarde46911        5     7     6     2     5     6     10    9     7     10    5     6     1     5     4     2     
Vardas46912         Pavarde46912        6     1     4     7     8     4     1     2     7     2     10    7     5     5     7     5     
Vardas46913         Pavarde46913        9     10    5     7     9     5     4     8     7     4     6     3     2     4     7     3     
Vardas46914         Pavarde46914        2     8     7     3     3     1     4     5     10    2     5     4     8     10    1     8     
Vardas46915         Pavarde46915        5     1     4     1     6     9     10    10    9     8     3     6     3     6     1     3     
Vardas46916         Pavarde46916        2     2     8     6     9     4     2     6     8     6     5     9     9     6     8     4     
Vardas46917         Pavarde46917        6     4     4     1     8     2     3     4     6     1     2     6     10    2     4     6     
Vardas46918         Pavarde46918        5     3     7     10    4     7     5     9     6     8     10    8     6     6     9     7     
Vardas46919         Pavarde46919        1     8     4     3     5     5     5     8     5     8     6     9     9     8     7     6     
Vardas46920         Pavarde46920        8     3     6     3     8     2     1     10    3     5     6     8     4     3     3     9     
Vardas46921         Pavarde46921        1     2     5     6     2     2     6     3     10    2     7     8     10    6     6     1     
Vardas46922         Pavarde46922        4     7     5     6     4     2     1     6     10    10    8     7     5     7     2     1     
Vardas46923         Pavarde46923        8     4     8     2     8     2     2     10    9     6     3     2     4     2     10    9     
Vardas46924         Pavarde46924        9     1     3     7     4     4     2     3     7     4     7     7     6     7     2     6     
Vardas46925         Pavarde46925        1     10    8     1     10    7     5     6     2     6     2     3     8     8     9     10    
Vardas46926         Pavarde46926        5     10    6     6     7     6     10    8     5     6     7     2     10    1     8     4     
Vardas46927         Pavarde46927        3     7     3     7     4     2     3     5     7     6     10    6     6     10    1     3     
Vardas46928         Pavarde46928        9     10    4     4     2     3     9     10    6     7     3     7     1     5     4     2     
Vardas46929         Pavarde46929        10    1     1     10    6     4     4     7     1     4     7     4     2     3     4     1     
Vardas46930         Pavarde46930        9     1     3     6     3     6     3     8     7     10    1     10    4     2     1     7     
Vardas46931         Pavarde46931        5     8     4     10    2     2     5     2     5     7     4     8     9     7     3     6     
Vardas46932         Pavarde46932        5     7     5     9     8     3     5     6     7     3     10    10    2     5     2     3     
Vardas46933         Pavarde46933        2     7     3     9     7     6     6     3     6     1     3     1     2     2     9     4     
Vardas46934         Pavarde46934        9     1     5     4     2     1     8     10    6     8     5     7     4     6     6     4     
Vardas46935         Pavarde46935        5     6     7     3     5     9     2     10    5     10    3     4     1     4     9     1     
Vardas46936         Pavarde46936        9     2     5     5     7     8     5     9     3     1     1     3     5     8     3     2     
